"respondent","sex","birth_year","city_size","employment","workplace","profession","addtl_income","education","hh_size","adults_hh","country_direction","country_change","economic_situation","political_situation","economy_change","next_election","future_vote","attitude_Kopacz","hh_finances","future_finances","politics_interest","political_views","past_election","past_vote","religious_participation","marital_status","monthly_income","DATE","weight","married","ed_level","urban_rural","mean_income","future_vote_agg","past_vote_agg","policies_improve_economic","Satisfied_democracy","Attitude_Americans","Attitude_English","Attitude_Austrians","Attitude_French","Attitude_Greeks","Attitude_Spaniards","Attitude_Japanese","Attitude_Germans","Attitude_Russians","Attitude_Swiss","Relations_Germany","Relations_Russia","Residence","Length_residence","LD","survey_month","after_shock","Nov_Dec_issue","new_Nov","new_Jan","treatment","gov_intervene","proposal_support","FXloan","repayFXloan","loan_type1","loan_type2","loan_type3","loan_type4","loan_EUR","loan_CHF","loan_USD","loan_currency1","loan_currency2","loan_currency3","loan_currency4","know_FXborrower","parliament_election","parliament_vote","province","monthly_incPC","parliament_vote_agg","chfd_r","chfd_e","new_Oct15","month","monthyear","monthyear2","past.vote","vote.intent","turnout.intent","know_FXborrower_original","incumbent.intent","past.turnout","past.incumbent","incumbent.defector","employed","treat","immigration.outofcontrol","immigration.crime","immigration.takejobs","immigration.uneasy","immigration.disease","immigration.loyalty","immigration.worse","immigration.loyalty2","immigration.culture"
"7046",486,1,1955,1,1,1,5,3,6,4,3,2,3,3,2,2,NA,NA,2.5,3,4,4,4,1,1,4,2,31,2015-10-16,0.566863309423393,1,3,1,1650,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Control","Do not intervene","Proposal B, where banks pay 90% and borrowers 10% of the costs","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","PiS","Lódzkie","Up to PLN 649",1,0,0,1,"Oct",Oct 2015,2015-10-01,"PiS","PiS","Yes","No","No","Yes","No","No","TRUE","cntrl",3,3,3,4,2,3,3,1,4
"7047",490,1,1979,3,1,3,4,3,11,1,1,2,3,2,3,3,NA,NA,2,3,1,3,97,7,NA,2,1,31,2015-10-16,0.963800935675338,0,4,2,1650,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Some intervention","Proposal A, where the cost is equally split between banks and borrowers","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I will certainly take part in it",NA,"Lubelskie","From PLN 1,400 to 1,999",NA,0,1,1,"Oct",Oct 2015,2015-10-01,NA,NA,"Yes","Yes","No",NA,"No","No","TRUE","info",2,2,4,4,4,2,2,2,2
"7048",493,1,1958,3,1,3,10,3,8,3,3,7,4,3,2,3,NA,NA,2.5,4,3,3,4,1,97,3,2,51,2015-10-16,0.699919697228325,1,2,2,2600,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 2","Do not intervene","The government should do nothing, meaning the mortgage borrowers bear all the costs.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I will certainly take part in it","Don’t know/not sure","Lubelskie","2,000 PLN and more",3,0,1,1,"Oct",Oct 2015,2015-10-01,"other","other","Yes","Yes","No","Yes","No","No","TRUE","Hungary",4,2,2,3,4,2,2,2,2
"7049",494,1,1974,3,1,2,6,3,4,4,3,1,3,3,3,3,NA,NA,2.5,4,3,3,97,1,1,2,2,41,2015-10-16,1.03792637869768,1,2,2,2250,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 2","Do not intervene","The government should do nothing, meaning the mortgage borrowers bear all the costs.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I don’t know yet whether I will participate or not",NA,"Lubelskie","Up to PLN 649",NA,0,0,1,"Oct",Oct 2015,2015-10-01,"PiS",NA,NA,"No",NA,"Yes","No",NA,"TRUE","Hungary",5,2,4,2,2,2,2,2,2
"7050",495,1,1943,3,4,NA,13,2,8,2,2,7,7,3,3,3,NA,NA,2,5,3,3,4,1,7,3,2,41,2015-10-16,0.731653508062745,1,2,2,2250,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 2","Some intervention","Proposal A, where the cost is equally split between banks and borrowers","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","po","Lubelskie","2,000 PLN and more",2,0,0,1,"Oct",Oct 2015,2015-10-01,"PORP","PORP","Yes","No","Yes","Yes","Yes","No","FALSE","Hungary",5,5,3,5,1,1,1,1,4
"7051",499,2,1982,3,4,NA,14,3,11,4,2,2,3,2,3,3,NA,NA,7,3,4,4,3,2,NA,4,2,0,2015-10-16,0.813699859939241,1,4,2,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 3","Some intervention","The government should something but I do not support either Proposal A or Proposal B","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I don’t know yet whether I will participate or not",NA,"Lubelskie","Up to PLN 649",NA,0,0,1,"Oct",Oct 2015,2015-10-01,NA,NA,NA,"No",NA,"No","No",NA,"FALSE","history",5,2,5,5,5,2,2,2,4
"7052",500,1,1975,1,1,3,10,3,4,4,2,7,3,3,7,7,NA,NA,2,3,3,4,4,7,NA,2,2,NA,2015-10-16,0.955142834719721,1,2,1,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Do not intervene"," Don’t know","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","po","Wielkopolskie",NA,2,0,0,1,"Oct",Oct 2015,2015-10-01,NA,"PORP","Yes","No","Yes",NA,"No","No","TRUE","info",NA,NA,4,NA,3,NA,NA,4,NA
"7053",501,1,1986,1,1,3,5,3,7,3,3,7,7,7,7,7,NA,NA,2.5,4,3,5,4,7,NA,4,1,NA,2015-10-16,0.916533230323104,0,2,1,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Some intervention","The government should something but I do not support either Proposal A or Proposal B","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I don’t know yet whether I will participate or not",NA,"Wielkopolskie",NA,NA,0,0,1,"Oct",Oct 2015,2015-10-01,NA,NA,NA,"No",NA,NA,"No",NA,"TRUE","info",4,2,2,NA,2,3,3,3,3
"7054",502,1,1962,1,3,3,6,3,4,2,2,1,2,4,2,2,NA,NA,2.5,5,3,3,6,1,NA,3,2,NA,2015-10-16,0.913395376710572,1,2,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Control","Some intervention","Proposal B, where banks pay 90% and borrowers 10% of the costs","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","PiS","Wielkopolskie",NA,1,0,0,1,"Oct",Oct 2015,2015-10-01,NA,"PiS","Yes","No","No","Yes","No","No","TRUE","cntrl",4,3,5,NA,3,2,4,2,3
"7055",503,2,1963,1,1,1,2,3,11,3,3,2,7,5,2,3,NA,NA,4,4,3,3,7,7,NA,4,4,NA,2015-10-16,0.813872322906221,0,4,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 3","Do not intervene","The government should do nothing, meaning the mortgage borrowers bear all the costs.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I will certainly take part in it","PiS","Wielkopolskie",NA,1,0,1,1,"Oct",Oct 2015,2015-10-01,NA,"PiS","Yes","Yes","No",NA,"No","No","TRUE","history",1,3,3,5,2,1,2,1,4
"7056",506,1,1964,6,1,3,3,3,8,4,3,7,4,3,4,4,NA,NA,2.5,4,3,3,4,2,NA,1,2,51,2015-10-16,1.19667887602755,1,2,3,2600,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Some intervention","Proposal A, where the cost is equally split between banks and borrowers","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I will certainly not take part in it",NA,"Mazowieckie","2,000 PLN and more",NA,0,1,1,"Oct",Oct 2015,2015-10-01,NA,NA,"No","Yes","No","No","No","No","TRUE","info",6,5,NA,5,6,5,5,4,6
"7057",508,2,1983,3,4,NA,12,3,4,3,2,2,3,3,5,3,NA,NA,2.5,5,3,3,6,2,NA,2,1,NA,2015-10-16,1.47813881505409,0,2,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 3","Big intervention","The government should something but I do not support either Proposal A or Proposal B","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I don’t know yet whether I will participate or not",NA,"Mazowieckie",NA,NA,0,0,1,"Oct",Oct 2015,2015-10-01,NA,NA,NA,"No",NA,"No","No",NA,"FALSE","history",1,NA,1,1,2,NA,1,3,NA
"7058",511,1,1953,3,4,NA,12,1,4,2,2,2,4,2,4,2,NA,NA,2,4,2,3,4,1,7,5,2,21,2015-10-16,1.08253093828007,1,2,2,1200,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 3","Not sure/don’t know","The government should something but I do not support either Proposal A or Proposal B","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly not take part in it",NA,"Mazowieckie",NA,NA,0,0,1,"Oct",Oct 2015,2015-10-01,"PORP",NA,"No","No","No","Yes","Yes","Yes","FALSE","history",2,3,1,5,3,2,3,2,3
"7059",515,1,1959,3,3,3,14,3,8,1,1,7,7,4,2,3,NA,NA,4,2,3,3,3,1,7,4,3,0,2015-10-16,0.393262513815111,0,2,2,0,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Not sure/don’t know","Proposal B, where banks pay 90% and borrowers 10% of the costs","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I will certainly take part in it","Kukiz’15","Opolskie","no income",3,0,1,1,"Oct",Oct 2015,2015-10-01,"PORP","other","Yes","Yes","No","Yes","Yes","Yes","TRUE","info",NA,3,1,4,NA,1,3,1,3
"7060",516,1,1976,3,1,1,3,2,11,4,2,1,7,2,4,3,NA,NA,3,4,3,3,5,1,7,3,2,51,2015-10-16,0.6764193238362,1,4,2,2600,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 2","Not sure/don’t know","Proposal A, where the cost is equally split between banks and borrowers","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I will certainly take part in it","po","Opolskie","From PLN 1,400 to 1,999",2,0,1,1,"Oct",Oct 2015,2015-10-01,"PORP","PORP","Yes","Yes","Yes","Yes","Yes","No","TRUE","Hungary",4,3,4,4,4,2,4,3,4
"7061",517,1,1995,3,3,3,7,2,2,13,3,2,3,4,7,3,NA,NA,2.5,2,3,5,97,9,NA,3,1,11,2015-10-16,0.992077110877509,0,1,2,500,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Control","Not sure/don’t know","Proposal B, where banks pay 90% and borrowers 10% of the costs","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I don’t know yet whether I will participate or not",NA,"Opolskie","Up to PLN 649",NA,0,0,1,"Oct",Oct 2015,2015-10-01,NA,NA,NA,"No",NA,"No",NA,NA,"TRUE","cntrl",NA,NA,1,4,NA,2,2,2,NA
"7062",519,2,1992,2,1,3,3,3,6,1,1,2,3,3,3,3,NA,NA,2.5,3,3,5,97,2,NA,2,1,NA,2015-10-16,1.09579908148327,0,3,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Control","Not sure/don’t know",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly not take part in it",NA,"Lubuskie",NA,NA,0,0,1,"Oct",Oct 2015,2015-10-01,NA,NA,"No","No","No","No","No","No","TRUE","cntrl",5,2,2,2,2,2,2,2,2
"7063",521,2,1986,2,1,3,7,2,4,4,2,2,3,4,3,3,NA,NA,NA,4,3,4,97,2,NA,5,2,31,2015-10-16,1.48887404380015,1,2,2,1650,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Control","Big intervention","Proposal B, where banks pay 90% and borrowers 10% of the costs","Yes","Yes",NA,"Family",NA,NA,NA,"Swiss franc",NA,NA,NA,NA,NA,"No","I will certainly not take part in it",NA,"Lubuskie","From PLN 1,000 to 1,399",NA,1,1,1,"Oct",Oct 2015,2015-10-01,NA,NA,"No","Yes","No","No","No","No","TRUE","cntrl",2,3,3,6,6,3,6,2,6
"7064",525,2,1983,1,1,3,4,3,11,3,2,2,5,3,5,4,NA,NA,2.5,4,3,3,4,2,NA,3,2,41,2015-10-16,0.837041667589548,1,4,1,2250,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Control","Some intervention","Proposal A, where the cost is equally split between banks and borrowers","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I don’t know yet whether I will participate or not",NA,"Podkarpackie","From PLN 1,400 to 1,999",NA,0,1,1,"Oct",Oct 2015,2015-10-01,NA,NA,NA,"Yes",NA,"No","No",NA,"TRUE","cntrl",1,2,1,NA,2,1,1,1,1
"7065",526,2,1972,1,1,3,5,3,6,5,2,2,4,5,5,5,NA,NA,2.5,4,3,3,5,1,1,2,2,21,2015-10-16,0.716171577554784,1,3,1,1200,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Do not intervene","Proposal A, where the cost is equally split between banks and borrowers","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I don’t know yet whether I will participate or not",NA,"Podkarpackie","Up to PLN 649",NA,0,1,1,"Oct",Oct 2015,2015-10-01,"PiS",NA,NA,"Yes",NA,"Yes","No",NA,"TRUE","info",1,3,1,3,4,2,3,2,2
"7066",531,1,1968,6,1,2,10,3,7,4,3,1,5,2,5,4,NA,NA,2,5,4,2,4,1,7,2,2,51,2015-10-16,1.19667887602755,1,2,3,2600,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Some intervention","Proposal A, where the cost is equally split between banks and borrowers","Yes","Yes",NA,"Family",NA,NA,NA,"Swiss franc",NA,NA,NA,NA,NA,"No","I will certainly take part in it","Nowoczesna Ryszarda Petru","Mazowieckie","From PLN 1,000 to 1,399",3,1,1,1,"Oct",Oct 2015,2015-10-01,"PORP","other","Yes","Yes","No","Yes","Yes","Yes","TRUE","info",4,4,5,5,5,4,5,2,5
"7067",532,2,1990,2,4,NA,14,3,3,6,3,1,3,2,3,3,NA,NA,2,1,3,5,6,2,NA,5,1,0,2015-10-16,1.75239366261061,0,1,2,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Big intervention","Proposal A, where the cost is equally split between banks and borrowers","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","po","Lubuskie","Up to PLN 649",2,0,0,1,"Oct",Oct 2015,2015-10-01,NA,"PORP","Yes","No","Yes","No","No","No","FALSE","info",1,2,1,NA,2,5,2,2,2
"7068",534,1,1970,1,1,3,10,3,4,4,3,2,4,2,3,3,NA,NA,2.5,3,4,3,97,7,NA,4,2,51,2015-10-16,1.01875099120482,1,2,1,2600,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Do not intervene","The government should do nothing, meaning the mortgage borrowers bear all the costs.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","Nowoczesna Ryszarda Petru","Lubuskie","From PLN 1,400 to 1,999",3,0,0,1,"Oct",Oct 2015,2015-10-01,NA,"other","Yes","No","No",NA,"No","No","TRUE","info",4,2,2,4,NA,1,5,4,4
"7069",535,2,1996,1,4,NA,11,3,3,4,4,1,3,7,3,3,NA,NA,2.5,5,4,5,97,9,NA,2,1,11,2015-10-16,1.51912271637466,0,1,1,500,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 2","Big intervention","The government should something but I do not support either Proposal A or Proposal B","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I don’t know yet whether I will participate or not",NA,"Lubuskie","Up to PLN 649",NA,0,1,1,"Oct",Oct 2015,2015-10-01,NA,NA,NA,"Yes",NA,"No",NA,NA,"FALSE","Hungary",2,2,2,5,3,2,3,2,3
"7070",536,2,1969,1,4,NA,12,3,4,2,2,2,3,2,3,3,NA,NA,2.5,4,3,4,97,1,97,4,2,11,2015-10-16,1.06667748253337,1,2,1,500,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Some intervention","Proposal A, where the cost is equally split between banks and borrowers","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I don’t know yet whether I will participate or not",NA,"Lubuskie","From PLN 650 to 999",NA,0,0,1,"Oct",Oct 2015,2015-10-01,"other",NA,NA,"No",NA,"Yes","No",NA,"FALSE","info",2,4,4,4,4,2,1,2,4
"7071",538,1,1957,2,1,3,6,3,2,2,2,2,3,3,3,3,NA,NA,2.5,4,4,3,4,2,NA,2,2,31,2015-10-16,1.8517843180598,1,1,2,1650,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 3","Some intervention","Proposal B, where banks pay 90% and borrowers 10% of the costs","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","PiS","Mazowieckie","2,000 PLN and more",1,0,0,1,"Oct",Oct 2015,2015-10-01,NA,"PiS","Yes","No","No","No","No","No","TRUE","history",1,1,1,1,1,1,1,2,2
"7072",539,2,1962,2,4,NA,14,3,9,2,2,2,7,4,3,3,NA,NA,3,1,4,4,97,1,97,1,2,11,2015-10-16,1.04612654373256,1,4,2,500,NA,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Some intervention","Proposal A, where the cost is equally split between banks and borrowers","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I will certainly take part in it","po","Mazowieckie","From PLN 650 to 999",2,0,1,1,"Oct",Oct 2015,2015-10-01,"other","PORP","Yes","Yes","Yes","Yes","No","No","FALSE","info",4,2,3,4,4,3,3,2,4
"7073",540,1,1966,2,1,3,10,3,7,3,3,2,7,5,7,7,NA,NA,4,4,3,2,5,1,1,2,2,11,2015-10-16,1.36176407248066,1,2,2,500,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Do not intervene"," Don’t know","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","PiS","Mazowieckie","From PLN 1,400 to 1,999",1,0,0,1,"Oct",Oct 2015,2015-10-01,"PiS","PiS","Yes","No","No","Yes","No","No","TRUE","info",NA,NA,5,5,2,2,2,2,4
"7074",541,2,1941,2,4,NA,13,3,10,2,2,2,3,4,3,3,NA,NA,4,3,1,2,4,1,1,2,2,31,2015-10-16,1.1732135604985,1,4,2,1650,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Control","Do not intervene","The government should do nothing, meaning the mortgage borrowers bear all the costs.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","PiS","Mazowieckie","From PLN 1,400 to 1,999",1,0,0,1,"Oct",Oct 2015,2015-10-01,"PiS","PiS","Yes","No","No","Yes","No","No","FALSE","cntrl",2,4,2,5,4,4,1,1,2
"7075",542,1,1961,6,1,3,6,3,7,2,2,1,7,2,7,3,NA,NA,2,3,3,3,4,1,7,5,4,41,2015-10-16,0.866016305402118,0,2,3,2250,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 3","Do not intervene","The government should do nothing, meaning the mortgage borrowers bear all the costs.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly not take part in it",NA,"Wielkopolskie","2,000 PLN and more",NA,0,0,1,"Oct",Oct 2015,2015-10-01,"PORP",NA,"No","No","No","Yes","Yes","Yes","TRUE","history",5,1,1,NA,5,1,1,1,5
"7076",543,1,1951,6,4,NA,12,3,11,3,3,2,4,3,4,4,NA,NA,2,3,3,3,4,1,7,5,2,21,2015-10-16,0.811625637311247,1,4,3,1200,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Control","Do not intervene","The government should do nothing, meaning the mortgage borrowers bear all the costs.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I will certainly take part in it","Zjednoczona Lewica","Wielkopolskie","From PLN 1,000 to 1,399",3,0,1,1,"Oct",Oct 2015,2015-10-01,"PORP","other","Yes","Yes","No","Yes","Yes","Yes","FALSE","cntrl",2,3,5,NA,6,1,2,1,3
"7077",545,2,1963,3,1,3,1,3,11,2,2,1,3,2,3,2,NA,NA,2,5,3,3,5,1,7,4,2,51,2015-10-16,0.723698629263208,1,4,2,2600,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Do not intervene","The government should do nothing, meaning the mortgage borrowers bear all the costs.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","Nowoczesna Ryszarda Petru","Swietokrzyskie","2,000 PLN and more",3,0,0,1,"Oct",Oct 2015,2015-10-01,"PORP","other","Yes","No","No","Yes","Yes","Yes","TRUE","info",4,4,5,5,6,5,5,3,5
"7078",546,1,1981,3,1,3,1,3,11,4,2,1,3,3,3,3,NA,NA,2,5,3,3,5,1,7,4,2,51,2015-10-16,0.866732604703336,1,4,2,2600,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 2","Do not intervene","The government should do nothing, meaning the mortgage borrowers bear all the costs.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","Nowoczesna Ryszarda Petru","Swietokrzyskie","From PLN 1,400 to 1,999",3,0,0,1,"Oct",Oct 2015,2015-10-01,"PORP","other","Yes","No","No","Yes","Yes","Yes","TRUE","Hungary",3,5,5,4,5,4,4,3,6
"7079",548,1,1984,1,1,1,6,1,4,4,4,2,3,4,3,3,NA,NA,3,2,3,3,1,2,NA,2,2,31,2015-10-16,1.2051961698748,1,2,1,1650,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 2","Some intervention","Proposal B, where banks pay 90% and borrowers 10% of the costs","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I don’t know yet whether I will participate or not",NA,"Malopolskie","From PLN 650 to 999",NA,0,0,1,"Oct",Oct 2015,2015-10-01,NA,NA,NA,"No",NA,"No","No",NA,"TRUE","Hungary",2,2,2,2,2,2,2,4,3
"7080",550,1,1979,1,1,2,6,3,4,6,3,2,3,5,3,3,NA,NA,4,3,3,2,7,2,NA,3,2,51,2015-10-16,1.09663775815196,1,2,1,2600,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Some intervention","Proposal A, where the cost is equally split between banks and borrowers","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I don’t know yet whether I will participate or not",NA,"Malopolskie","Up to PLN 649",NA,0,0,1,"Oct",Oct 2015,2015-10-01,NA,NA,NA,"No",NA,"No","No",NA,"TRUE","info",5,4,4,5,5,2,2,2,2
"7081",551,2,1942,1,4,NA,13,3,9,1,1,1,3,3,2,3,NA,NA,2,5,3,3,7,1,7,2,4,41,2015-10-16,0.741786254345247,0,4,1,2250,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Do not intervene","Proposal B, where banks pay 90% and borrowers 10% of the costs","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","Don’t know/not sure","Malopolskie","2,000 PLN and more",3,0,0,1,"Oct",Oct 2015,2015-10-01,"PORP","other","Yes","No","No","Yes","Yes","Yes","FALSE","info",2,4,2,5,4,1,4,2,5
"7082",554,2,1940,1,4,NA,13,3,7,2,2,2,3,3,7,7,NA,NA,2,3,3,3,6,7,NA,2,2,11,2015-10-16,0.568607086976286,1,2,1,500,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 3","Do not intervene","The government should do nothing, meaning the mortgage borrowers bear all the costs.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","psl","Lódzkie","From PLN 650 to 999",3,0,0,1,"Oct",Oct 2015,2015-10-01,NA,"other","Yes","No","Yes",NA,"No","No","FALSE","history",4,NA,5,4,5,NA,6,4,4
"7083",555,2,1972,1,4,NA,14,3,5,4,3,7,3,4,3,3,NA,NA,2.5,3,3,3,97,7,NA,2,2,0,2015-10-16,0.563851028959915,1,3,1,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Control","Some intervention","The government should something but I do not support either Proposal A or Proposal B","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","Kukiz’15","Lódzkie","From PLN 1,400 to 1,999",3,0,1,1,"Oct",Oct 2015,2015-10-01,NA,"other","Yes","No","No",NA,"No","No","FALSE","cntrl",1,1,1,4,5,1,NA,1,6
